32'h3cbd2e88,32'h40ce5ce0,32'h40d6c928, 32'h40c80baa,32'h40dd1a5e, 32'h40bd8450,32'h40e7a1b8,// invsqrt(0.0231) = 6.5804
32'h3eb22779,32'h3fd4a75b,32'h3fdd555f, 32'h3fce24d8,32'h3fe3d7e2, 32'h3fc34b54,32'h3feeb166,// invsqrt(0.3480) = 1.6953
32'h403ba99f,32'h3f12828d,32'h3f187d6f, 32'h3f0e0664,32'h3f1cf998, 32'h3f068ccb,32'h3f247331,// invsqrt(2.9322) = 0.5840
32'h404a45c5,32'h3f0d1ea3,32'h3f12e131, 32'h3f08ccb8,32'h3f17331c, 32'h3f019986,32'h3f1e664e,// invsqrt(3.1605) = 0.5625
32'h3f389ab8,32'h3f93b7f3,32'h3f99bf75, 32'h3f8f3251,32'h3f9e4517, 32'h3f87a8ef,32'h3fa5ce79,// invsqrt(0.7211) = 1.1776
32'h40459ee7,32'h3f0ec55c,32'h3f14992c, 32'h3f0a6681,32'h3f18f807, 32'h3f031dbd,32'h3f2040cb,// invsqrt(3.0878) = 0.5691
32'h3fde4604,32'h3f3e61f0,32'h3f46273e, 32'h3f388df6,32'h3f4bfb38, 32'h3f2ed755,32'h3f55b1d9,// invsqrt(1.7365) = 0.7589
32'h3f3ee53a,32'h3f91439c,32'h3f973178, 32'h3f8cd136,32'h3f9ba3de, 32'h3f8567e3,32'h3fa30d31,// invsqrt(0.7457) = 1.1580
32'h3feb5d49,32'h3f390327,32'h3f409058, 32'h3f335943,32'h3f463a3d, 32'h3f29e8c6,32'h3f4faaba,// invsqrt(1.8388) = 0.7375
32'h4113d596,32'h3ea511f2,32'h3eabcec2, 32'h3ea00456,32'h3eb0dc5e, 32'h3e979851,32'h3eb94863,// invsqrt(9.2396) = 0.3290
32'h4029581b,32'h3f1a3b11,32'h3f20869f, 32'h3f158267,32'h3f253f49, 32'h3f0da3f6,32'h3f2d1dba,// invsqrt(2.6460) = 0.6148
32'h3fb6176a,32'h3f525795,32'h3f5aed71, 32'h3f4be730,32'h3f615dd6, 32'h3f412bdc,32'h3f6c192a,// invsqrt(1.4226) = 0.8384
32'h4098cfc0,32'h3ee59c74,32'h3eeefba8, 32'h3ede950d,32'h3ef6030f, 32'h3ed2de0d,32'h3f00dd08,// invsqrt(4.7754) = 0.4576
32'h3f92f541,32'h3f6a23ab,32'h3f73b22f, 32'h3f62f8c8,32'h3f7add12, 32'h3f5706a2,32'h3f83679c,// invsqrt(1.1481) = 0.9333
32'h3f387b0d,32'h3f93c4a0,32'h3f99cca6, 32'h3f8f3e9b,32'h3f9e52ab, 32'h3f87b493,32'h3fa5dcb3,// invsqrt(0.7206) = 1.1780
32'h3f58ad18,32'h3f88593a,32'h3f8de9ee, 32'h3f842cb3,32'h3f921675, 32'h3f7a6fa4,32'h3f990b56,// invsqrt(0.8464) = 1.0870
32'h3ebfd0d3,32'h3fccf0e8,32'h3fd54e54, 32'h3fc6aad6,32'h3fdb9466, 32'h3fbc360e,32'h3fe6092e,// invsqrt(0.3746) = 1.6338
32'h3f148f65,32'h3fa4aa97,32'h3fab632f, 32'h3f9fa024,32'h3fb06da2, 32'h3f973966,32'h3fb8d460,// invsqrt(0.5803) = 1.3127
32'h3e52d8d0,32'h400a3871,32'h400fdcb5, 32'h4005fd3f,32'h401417e7, 32'h3ffddfd5,32'h401b253b,// invsqrt(0.2059) = 2.2038
32'h3f425a73,32'h3f8ff74e,32'h3f95d79a, 32'h3f8b8f15,32'h3f9a3fd3, 32'h3f8436b5,32'h3fa19833,// invsqrt(0.7592) = 1.1477
32'h3fb5409e,32'h3f52d413,32'h3f5b6f04, 32'h3f4c5fde,32'h3f61e338, 32'h3f419e30,32'h3f6ca4e6,// invsqrt(1.4160) = 0.8404
32'h3ee29e63,32'h3fbc8c6d,32'h3fc43e90, 32'h3fb6c6d1,32'h3fca042b, 32'h3fad2825,32'h3fd3a2d7,// invsqrt(0.4426) = 1.5031
32'h3ed6ed46,32'h3fc19bec,32'h3fc982f0, 32'h3fbbaea8,32'h3fcf7034, 32'h3fb1cde3,32'h3fd950f9,// invsqrt(0.4198) = 1.5434
32'h3eeac95f,32'h3fb93d65,32'h3fc0ccf7, 32'h3fb391b8,32'h3fc678a4, 32'h3faa1e43,32'h3fcfec19,// invsqrt(0.4586) = 1.4767
32'h3e9e9692,32'h3fe163f9,32'h3fea9713, 32'h3fda7da6,32'h3ff17d66, 32'h3fcefdc5,32'h3ffcfd47,// invsqrt(0.3097) = 1.7968
32'h3f347772,32'h3f956705,32'h3f9b801f, 32'h3f90d431,32'h3fa012f3, 32'h3f8934d0,32'h3fa7b254,// invsqrt(0.7049) = 1.1910
32'h3fed7486,32'h3f38322e,32'h3f3fb6d7, 32'h3f328eaf,32'h3f455a55, 32'h3f2928db,32'h3f4ec029,// invsqrt(1.8551) = 0.7342
32'h3fbc3d34,32'h3f4ee0fe,32'h3f5752aa, 32'h3f488bbd,32'h3f5da7eb, 32'h3f3dfda5,32'h3f683603,// invsqrt(1.4706) = 0.8246
32'h3f596803,32'h3f881e90,32'h3f8dacde, 32'h3f83f3d4,32'h3f91d79a, 32'h3f7a03e3,32'h3f98c97c,// invsqrt(0.8492) = 1.0851
32'h3ed04e72,32'h3fc4a962,32'h3fccb04c, 32'h3fbea433,32'h3fd2b57b, 32'h3fb49b8e,32'h3fdcbe20,// invsqrt(0.4068) = 1.5678
32'h41cdd66f,32'h3e45d667,32'h3e4de99b, 32'h3e3fc801,32'h3e53f801, 32'h3e35b001,32'h3e5e1001,// invsqrt(25.7297) = 0.1971
32'h3e55caa0,32'h400943ec,32'h400ede34, 32'h40051036,32'h401311ea, 32'h3ffc1eb6,32'h401a12c5,// invsqrt(0.2088) = 2.1885
32'h3f3a1510,32'h3f93217b,32'h3f9922d8, 32'h3f8ea074,32'h3f9da3de, 32'h3f871ebe,32'h3fa52594,// invsqrt(0.7269) = 1.1729
32'h3f753263,32'h3f802c72,32'h3f8567ba, 32'h3f787ff7,32'h3f895431, 32'h3f6b6bc1,32'h3f8fde4b,// invsqrt(0.9578) = 1.0218
32'h3dc7af99,32'h4048dc9d,32'h40510f6a, 32'h4042b684,32'h40573584, 32'h40387704,32'h40617504,// invsqrt(0.0975) = 3.2025
32'h3f13bfe6,32'h3fa51e0f,32'h3fabdb5d, 32'h3fa01013,32'h3fb0e959, 32'h3f97a371,32'h3fb955fb,// invsqrt(0.5771) = 1.3163
32'h403a64c4,32'h3f130202,32'h3f190218, 32'h3f0e81f3,32'h3f1d8227, 32'h3f0701d8,32'h3f250242,// invsqrt(2.9124) = 0.5860
32'h3ff1eba7,32'h3f367cf8,32'h3f3defc8, 32'h3f30e6db,32'h3f4385e5, 32'h3f279756,32'h3f4cd56a,// invsqrt(1.8900) = 0.7274
32'h3f12648d,32'h3fa5e17e,32'h3faca6c8, 32'h3fa0cd88,32'h3fb1babe, 32'h3f9856ec,32'h3fba315a,// invsqrt(0.5718) = 1.3224
32'h40724441,32'h3f00f248,32'h3f0635a4, 32'h3ef9ff87,32'h3f0a2829, 32'h3eecd721,32'h3f10bc5b,// invsqrt(3.7854) = 0.5140
32'h3eff0505,32'h3fb1bd58,32'h3fb8fe8a, 32'h3fac4c72,32'h3fbe6f70, 32'h3fa33af2,32'h3fc780f0,// invsqrt(0.4981) = 1.4169
32'h3ed97e10,32'h3fc076b9,32'h3fc851c5, 32'h3fba926f,32'h3fce360f, 32'h3fb0c09f,32'h3fd807df,// invsqrt(0.4248) = 1.5343
32'h3d4755d4,32'h408e27d5,32'h4093f537, 32'h4089cdcc,32'h40984f40, 32'h40828d12,32'h409f8ffa,// invsqrt(0.0487) = 4.5330
32'h3f43a675,32'h3f8f7cf3,32'h3f955841, 32'h3f8b1879,32'h3f99bcbb, 32'h3f83c657,32'h3fa10edd,// invsqrt(0.7643) = 1.1439
32'h3f97642a,32'h3f66af88,32'h3f7019f6, 32'h3f5f9fb5,32'h3f7729c9, 32'h3f53daac,32'h3f817769,// invsqrt(1.1827) = 0.9195
32'h3f2b2582,32'h3f996a9e,32'h3f9fadaa, 32'h3f94b855,32'h3fa45ff3, 32'h3f8ce487,32'h3fac33c1,// invsqrt(0.6685) = 1.2230
32'h4083445e,32'h3ef7bd01,32'h3f00eccf, 32'h3ef0278b,32'h3f04b789, 32'h3ee383c7,32'h3f0b096b,// invsqrt(4.1021) = 0.4937
32'h4008702c,32'h3f2bd360,32'h3f32d6c8, 32'h3f2690d3,32'h3f381955, 32'h3f1dcc92,32'h3f40dd96,// invsqrt(2.1318) = 0.6849
32'h3f633a40,32'h3f85252c,32'h3f8a9468, 32'h3f8111c0,32'h3f8ea7d4, 32'h3f748d6c,32'h3f9572de,// invsqrt(0.8876) = 1.0614
32'h3f21c8ce,32'h3f9dcb02,32'h3fa43bc8, 32'h3f98f66d,32'h3fa9105d, 32'h3f90e974,32'h3fb11d56,// invsqrt(0.6320) = 1.2579
32'h400a2f26,32'h3f2abc98,32'h3f31b49e, 32'h3f258293,32'h3f36eea3, 32'h3f1ccc8c,32'h3f3fa4ab,// invsqrt(2.1591) = 0.6806
32'h3f5adf99,32'h3f87a993,32'h3f8d331c, 32'h3f83826d,32'h3f915a43, 32'h3f792d05,32'h3f98462e,// invsqrt(0.8550) = 1.0815
32'h3ef4ccd6,32'h3fb56962,32'h3fbcd0f4, 32'h3fafdbb6,32'h3fc25ea0, 32'h3fa69a40,32'h3fcba016,// invsqrt(0.4781) = 1.4462
32'h3cea7163,32'h40b96024,32'h40c0f121, 32'h40b3b368,32'h40c69dde, 32'h40aa3e2c,32'h40d0131a,// invsqrt(0.0286) = 5.9112
32'h3f095412,32'h3fab4492,32'h3fb24224, 32'h3fa60663,32'h3fb78053, 32'h3f9d496c,32'h3fc03d4b,// invsqrt(0.5364) = 1.3653
32'h42c6b000,32'h3dc95da6,32'h3dd195b8, 32'h3dc33399,32'h3dd7bfc5, 32'h3db8ed84,32'h3de205da,// invsqrt(99.3438) = 0.1003
32'h3f3762cb,32'h3f94355f,32'h3f9a41ff, 32'h3f8fabe6,32'h3f9ecb78, 32'h3f881c1e,32'h3fa65b40,// invsqrt(0.7164) = 1.1815
32'h3efc168f,32'h3fb2c524,32'h3fba111c, 32'h3fad4c2b,32'h3fbf8a15, 32'h3fa42d36,32'h3fc8a90a,// invsqrt(0.4924) = 1.4251
32'h4196eb50,32'h3e670bd2,32'h3e707a05, 32'h3e5ff92d,32'h3e778cab, 32'h3e542f6e,32'h3e81ab35,// invsqrt(18.8649) = 0.2302
32'h3edd7999,32'h3fbeb9b8,32'h3fc6829a, 32'h3fb8e30d,32'h3fcc5945, 32'h3faf27f2,32'h3fd61460,// invsqrt(0.4326) = 1.5205
32'h3e93d50a,32'h3fe97230,32'h3ff2f976, 32'h3fe24cbc,32'h3ffa1eea, 32'h3fd663a4,32'h40030401,// invsqrt(0.2887) = 1.8610
32'h3e0134a6,32'h403091bf,32'h4037c6b7, 32'h402b2a05,32'h403d2e71, 32'h402227cf,32'h404630a7,// invsqrt(0.1262) = 2.8152
32'h4265ba52,32'h3e046b2e,32'h3e09d2d2, 32'h3e005d73,32'h3e0de08d, 32'h3df337cd,32'h3e14a21a,// invsqrt(57.4320) = 0.1320
32'h4080cc07,32'h3efa1a43,32'h3f0227ca, 32'h3ef27247,32'h3f05fbc9, 32'h3ee5afa1,32'h3f0c5d1b,// invsqrt(4.0249) = 0.4985
32'h3f455f3f,32'h3f8edc60,32'h3f94b120, 32'h3f8a7cd0,32'h3f9910b0, 32'h3f8332e0,32'h3fa05aa0,// invsqrt(0.7710) = 1.1389
32'h41800ee3,32'h3e7ad2b2,32'h3e8287c5, 32'h3e732510,32'h3e865e96, 32'h3e665901,32'h3e8cc49d,// invsqrt(16.0073) = 0.2499
32'h40f5d44b,32'h3eb50813,32'h3ebc6bab, 32'h3eaf7d61,32'h3ec1f65d, 32'h3ea640e2,32'h3ecb32dc,// invsqrt(7.6822) = 0.3608
32'h3d3e0050,32'h40919b03,32'h40978c71, 32'h408d25f1,32'h409c0183, 32'h4085b827,32'h40a36f4d,// invsqrt(0.0464) = 4.6430
32'h3fc63a8c,32'h3f499945,32'h3f51d3c6, 32'h3f436d66,32'h3f57ffa6, 32'h3f392445,32'h3f6248c7,// invsqrt(1.5487) = 0.8036
32'h41d47d38,32'h3e42b76a,32'h3e4aaa00, 32'h3e3cc179,32'h3e509ff1, 32'h3e32d23c,32'h3e5a8f2e,// invsqrt(26.5611) = 0.1940
32'h3f119753,32'h3fa6563f,32'h3fad204c, 32'h3fa13eb5,32'h3fb237d5, 32'h3f98c224,32'h3fbab466,// invsqrt(0.5687) = 1.3260
32'h3f8575d6,32'h3f75b1ba,32'h3f7fb8fc, 32'h3f6e2c4a,32'h3f839f36, 32'h3f61a338,32'h3f89e3bf,// invsqrt(1.0427) = 0.9793
32'h3fd4a6ee,32'h3f42a450,32'h3f4a9620, 32'h3f3caef5,32'h3f508b7b, 32'h3f32c0b2,32'h3f5a79be,// invsqrt(1.6613) = 0.7758
32'h407b1eeb,32'h3efd4e38,32'h3f03d280, 32'h3ef58d21,32'h3f07b30c, 32'h3ee8a0a6,32'h3f0e2949,// invsqrt(3.9238) = 0.5048
32'h40054333,32'h3f2ddc67,32'h3f34f513, 32'h3f2889e7,32'h3f3a4793, 32'h3f1fab10,32'h3f43266a,// invsqrt(2.0822) = 0.6930
32'h408f8ccd,32'h3eece702,32'h3ef69266, 32'h3ee5a678,32'h3efdd2f0, 32'h3ed9903c,32'h3f04f496,// invsqrt(4.4859) = 0.4721
32'h4004518c,32'h3f2e7ae2,32'h3f359a06, 32'h3f292388,32'h3f3af160, 32'h3f203c9c,32'h3f43d84c,// invsqrt(2.0675) = 0.6955
32'h3ec6d39b,32'h3fc94b9e,32'h3fd182f2, 32'h3fc3221e,32'h3fd7ac72, 32'h3fb8dcf4,32'h3fe1f19c,// invsqrt(0.3883) = 1.6047
32'h3f8177c2,32'h3f79742d,32'h3f81d15b, 32'h3f71d145,32'h3f85a2cf, 32'h3f651719,32'h3f8bffe5,// invsqrt(1.0115) = 0.9943
32'h3f6e6309,32'h3f81fdd1,32'h3f874c19, 32'h3f7c0638,32'h3f8b46ce, 32'h3f6ec286,32'h3f91e8a7,// invsqrt(0.9312) = 1.0363
32'h3fb6e094,32'h3f51e3c5,32'h3f5a74e7, 32'h3f4b76eb,32'h3f60e1c1, 32'h3f40c181,32'h3f6b972b,// invsqrt(1.4287) = 0.8366
32'h3d19a92d,32'h40a1e908,32'h40a884d4, 32'h409cf42f,32'h40ad79ad, 32'h4094b170,32'h40b5bc6c,// invsqrt(0.0375) = 5.1630
32'h40106d9d,32'h3f270157,32'h3f2dd25f, 32'h3f21e490,32'h3f32ef26, 32'h3f195f45,32'h3f3b7471,// invsqrt(2.2567) = 0.6657
32'h3f80a67b,32'h3f7a3ec0,32'h3f823ac7, 32'h3f7295a5,32'h3f860f54, 32'h3f65d123,32'h3f8c7195,// invsqrt(1.0051) = 0.9975
32'h40723962,32'h3f00f52c,32'h3f0638a6, 32'h3efa0521,32'h3f0a2b41, 32'h3eecdc70,32'h3f10bf9a,// invsqrt(3.7848) = 0.5140
32'h3f0df372,32'h3fa874c6,32'h3faf54f8, 32'h3fa34ca1,32'h3fb47d1d, 32'h3f9ab462,32'h3fbd155c,// invsqrt(0.5545) = 1.3429
32'h40175fda,32'h3f2320e4,32'h3f29c96a, 32'h3f1e227f,32'h3f2ec7cf, 32'h3f15cfd6,32'h3f371a78,// invsqrt(2.3652) = 0.6502
32'h3ea2689a,32'h3fdeb947,32'h3fe7d083, 32'h3fd7e7da,32'h3feea1f0, 32'h3fcc8ace,32'h3ff9fefc,// invsqrt(0.3172) = 1.7755
32'h402ce71c,32'h3f18a2a5,32'h3f1edd87, 32'h3f13f67b,32'h3f2389b1, 32'h3f0c2ce1,32'h3f2b534b,// invsqrt(2.7016) = 0.6084
32'h437fed73,32'h3d7aea5f,32'h3d829418, 32'h3d733c04,32'h3d866b46, 32'h3d666ec1,32'h3d8cd1e8,// invsqrt(255.9275) = 0.0625
32'h3ef9554c,32'h3fb3c148,32'h3fbb1789, 32'h3fae4096,32'h3fc0983a, 32'h3fa514c4,32'h3fc9c40c,// invsqrt(0.4870) = 1.4330
32'h412c62b3,32'h3e98dd38,32'h3e9f1a7e, 32'h3e942f43,32'h3ea3c873, 32'h3e8c62ac,32'h3eab950a,// invsqrt(10.7741) = 0.3047
32'h3f492f4e,32'h3f8d802b,32'h3f9346b5, 32'h3f892b44,32'h3f979b9c, 32'h3f81f318,32'h3f9ed3c8,// invsqrt(0.7859) = 1.1280
32'h4125b2e6,32'h3e9beb04,32'h3ea24833, 32'h3e972520,32'h3ea70e16, 32'h3e8f30a5,32'h3eaf0291,// invsqrt(10.3562) = 0.3107
32'h3f3c3d8b,32'h3f9248f2,32'h3f984179, 32'h3f8dce8c,32'h3f9cbbde, 32'h3f8657e3,32'h3fa43287,// invsqrt(0.7353) = 1.1662
32'h401ec4d3,32'h3f1f48d2,32'h3f25c92e, 32'h3f1a688d,32'h3f2aa973, 32'h3f12481a,32'h3f32c9e6,// invsqrt(2.4808) = 0.6349
32'h3eedb046,32'h3fb81b05,32'h3fbf9ebd, 32'h3fb2783c,32'h3fc54186, 32'h3fa91397,32'h3fcea62b,// invsqrt(0.4642) = 1.4677
32'h3e9f0d5f,32'h3fe10fbc,32'h3fea3f66, 32'h3fda2bfd,32'h3ff12325, 32'h3fceb069,32'h3ffc9eb9,// invsqrt(0.3106) = 1.7942
32'h3eff76ff,32'h3fb195ad,32'h3fb8d541, 32'h3fac25fe,32'h3fbe44f0, 32'h3fa31685,32'h3fc75469,// invsqrt(0.4990) = 1.4157
32'h3f82546f,32'h3f78a0a3,32'h3f816345, 32'h3f710435,32'h3f85317c, 32'h3f6454d4,32'h3f8b892c,// invsqrt(1.0182) = 0.9910
32'h4107588e,32'h3eac8483,32'h3eb38f25, 32'h3ea73c89,32'h3eb8d71f, 32'h3e9e6f3f,32'h3ec1a469,// invsqrt(8.4591) = 0.3438
32'h3f282d86,32'h3f9ac3be,32'h3fa114df, 32'h3f9606e4,32'h3fa5d1b8, 32'h3f8e2179,32'h3fadb723,// invsqrt(0.6569) = 1.2338
32'h3ed87f43,32'h3fc0e7d9,32'h3fc8c784, 32'h3fbb0019,32'h3fceaf45, 32'h3fb12884,32'h3fd886da,// invsqrt(0.4228) = 1.5378
32'h3f245123,32'h3f9c9281,32'h3fa2f686, 32'h3f97c77c,32'h3fa7c18a, 32'h3f8fca76,32'h3fafbe90,// invsqrt(0.6419) = 1.2482
32'h421285e0,32'h3e25cea0,32'h3e2c9324, 32'h3e20bb3d,32'h3e31a687, 32'h3e184598,32'h3e3a1c2c,// invsqrt(36.6307) = 0.1652
32'h3f132b05,32'h3fa5717e,32'h3fac3235, 32'h3fa060f6,32'h3fb142be, 32'h3f97f011,32'h3fb9b3a3,// invsqrt(0.5749) = 1.3189
32'h3f89c4d4,32'h3f71d263,32'h3f7bb12d, 32'h3f6a6b4b,32'h3f818c23, 32'h3f5e14ce,32'h3f87b761,// invsqrt(1.0763) = 0.9639
32'h3da84cf8,32'h405aca53,32'h4063b875, 32'h405417b9,32'h406a6b0f, 32'h4048ee0d,32'h407594bb,// invsqrt(0.0822) = 3.4884
32'h409069ee,32'h3eec315d,32'h3ef5d556, 32'h3ee4f661,32'h3efd1051, 32'h3ed8e96a,32'h3f048ea4,// invsqrt(4.5129) = 0.4707
32'h40035c83,32'h3f2f1d52,32'h3f364316, 32'h3f29c0fe,32'h3f3b9f6a, 32'h3f20d1c8,32'h3f448ea0,// invsqrt(2.0525) = 0.6980
32'h3fac1392,32'h3f586069,32'h3f613554, 32'h3f51c0ba,32'h3f67d504, 32'h3f46b696,32'h3f72df29,// invsqrt(1.3443) = 0.8625
32'h3f9b4b54,32'h3f63c4b1,32'h3f6d10a3, 32'h3f5ccbbb,32'h3f740999, 32'h3f512ccc,32'h3f7fa888,// invsqrt(1.2132) = 0.9079
32'h3f2f4810,32'h3f979899,32'h3f9dc89f, 32'h3f92f494,32'h3fa26ca4, 32'h3f8b388c,32'h3faa28ac,// invsqrt(0.6847) = 1.2085
32'h4013deb0,32'h3f250cdd,32'h3f2bc979, 32'h3f1fff69,32'h3f30d6ed, 32'h3f1793a7,32'h3f3942af,// invsqrt(2.3105) = 0.6579
32'h3f5fda24,32'h3f862532,32'h3f8b9ee0, 32'h3f8209ef,32'h3f8fba23, 32'h3f7663aa,32'h3f96923d,// invsqrt(0.8744) = 1.0694
32'h3ca33657,32'h40de2cba,32'h40e73e3a, 32'h40d75f9a,32'h40ee0b5a, 32'h40cc09bb,32'h40f96139,// invsqrt(0.0199) = 7.0847
32'h3f273828,32'h3f9b3520,32'h3fa18ae2, 32'h3f9674ce,32'h3fa64b34, 32'h3f8e899a,32'h3fae3668,// invsqrt(0.6532) = 1.2373
32'h3db71202,32'h4051c76d,32'h405a5767, 32'h404b5b72,32'h4060c362, 32'h4040a779,32'h406b775b,// invsqrt(0.0894) = 3.3447
32'h3d824fe7,32'h4078a4f5,32'h40816585, 32'h40710865,32'h408533cc, 32'h406458cc,32'h408b8b99,// invsqrt(0.0636) = 3.9644
32'h3e62aa2e,32'h40054f76,32'h400ac06c, 32'h40013abf,32'h400ed523, 32'h3ff4db18,32'h4015a256,// invsqrt(0.2214) = 2.1255
32'h40c8aa74,32'h3ec85ee9,32'h3ed08c95, 32'h3ec23ca9,32'h3ed6aed5, 32'h3eb80392,32'h3ee0e7ec,// invsqrt(6.2708) = 0.3993
32'h3ec3f477,32'h3fcac3d5,32'h3fd30a85, 32'h3fc48ed1,32'h3fd93f89, 32'h3fba3675,32'h3fe397e5,// invsqrt(0.3827) = 1.6164
32'h3f792c7a,32'h3f7e4b15,32'h3f845618, 32'h3f768240,32'h3f883a82, 32'h3f6988df,32'h3f8eb733,// invsqrt(0.9733) = 1.0136
32'h3f3b9ebd,32'h3f9286cd,32'h3f9881db, 32'h3f8e0a83,32'h3f9cfe25, 32'h3f8690b2,32'h3fa477f6,// invsqrt(0.7329) = 1.1681
32'h3f059524,32'h3fada70c,32'h3fb4bd8a, 32'h3fa8562e,32'h3fba0e68, 32'h3f9f7a10,32'h3fc2ea86,// invsqrt(0.5218) = 1.3843
32'h3fb6b45e,32'h3f51fd28,32'h3f5a8f54, 32'h3f4b8f88,32'h3f60fcf4, 32'h3f40d8d1,32'h3f6bb3ab,// invsqrt(1.4274) = 0.8370
32'h3fc9c81b,32'h3f47d0e3,32'h3f4ff8c3, 32'h3f41b2fc,32'h3f5616aa, 32'h3f378124,32'h3f604882,// invsqrt(1.5764) = 0.7965
32'h3f8a1ffe,32'h3f718288,32'h3f7b5e11, 32'h3f6a1de3,32'h3f81615c, 32'h3f5dcb78,32'h3f878a91,// invsqrt(1.0791) = 0.9627
32'h4121e868,32'h3e9dbb9b,32'h3ea42bc1, 32'h3e98e77f,32'h3ea8ffdd, 32'h3e90db50,32'h3eb10c0c,// invsqrt(10.1192) = 0.3144
32'h3e800c5b,32'h3ffad52d,32'h40028910, 32'h3ff32777,32'h40065fea, 32'h3fe65b49,32'h400cc602,// invsqrt(0.2501) = 1.9996
32'h40bc3dc5,32'h3ecee0ae,32'h3ed75257, 32'h3ec88b6f,32'h3edda795, 32'h3ebdfd5b,32'h3ee835a9,// invsqrt(5.8825) = 0.4123
32'h3e47e498,32'h400df508,32'h4013c057, 32'h40099c8e,32'h401818d2, 32'h40025e6b,32'h401f56f5,// invsqrt(0.1952) = 2.2633
32'h4002c395,32'h3f2f839a,32'h3f36ad8c, 32'h3f2a2425,32'h3f3c0d01, 32'h3f212fb8,32'h3f45016f,// invsqrt(2.0432) = 0.6996
32'h3f591111,32'h3f8839d0,32'h3f8dc93c, 32'h3f840e3f,32'h3f91f4cd, 32'h3f7a35f1,32'h3f98e813,// invsqrt(0.8479) = 1.0860
32'h41460cff,32'h3e8e9da8,32'h3e946fd8, 32'h3e8a4003,32'h3e98cd7d, 32'h3e82f946,32'h3ea0143a,// invsqrt(12.3782) = 0.2842
32'h3d233019,32'h409d1cec,32'h40a38698, 32'h40984dac,32'h40a855d8, 32'h40904995,32'h40b059ef,// invsqrt(0.0398) = 5.0100
32'h3f812c5d,32'h3f79bcef,32'h3f81f738, 32'h3f7217ce,32'h3f85c9c9, 32'h3f6559eb,32'h3f8c28ba,// invsqrt(1.0092) = 0.9954
32'h3f5fb692,32'h3f862fdb,32'h3f8ba9f9, 32'h3f821445,32'h3f8fc58f, 32'h3f76773f,32'h3f969e35,// invsqrt(0.8739) = 1.0697
32'h3edcb741,32'h3fbf0d9d,32'h3fc6d9ed, 32'h3fb93462,32'h3fccb328, 32'h3faf74fe,32'h3fd6728c,// invsqrt(0.4311) = 1.5231
32'h409289f1,32'h3eea7957,32'h3ef40b5b, 32'h3ee34bd5,32'h3efb38dd, 32'h3ed75550,32'h3f0397b1,// invsqrt(4.5793) = 0.4673
32'h3f9ea716,32'h3f61583d,32'h3f6a8add, 32'h3f5a7246,32'h3f7170d4, 32'h3f4ef2ff,32'h3f7cf01b,// invsqrt(1.2395) = 0.8982
32'h3f9acaa1,32'h3f64234e,32'h3f6d731c, 32'h3f5d2772,32'h3f746ef8, 32'h3f5183b0,32'h3f80095d,// invsqrt(1.2093) = 0.9094
32'h3fb2533f,32'h3f548d40,32'h3f5d3a32, 32'h3f4e0b89,32'h3f63bbe9, 32'h3f43335a,32'h3f6e9418,// invsqrt(1.3932) = 0.8472
32'h4004d13e,32'h3f2e26ed,32'h3f3542a4, 32'h3f28d225,32'h3f3a976d, 32'h3f1fef82,32'h3f437a10,// invsqrt(2.0753) = 0.6942
32'h3fd40f15,32'h3f42e9f4,32'h3f4ade9a, 32'h3f3cf277,32'h3f50d617, 32'h3f3300a6,32'h3f5ac7e8,// invsqrt(1.6567) = 0.7769
32'h3fa96194,32'h3f5a1764,32'h3f62fe39, 32'h3f536a44,32'h3f69ab58, 32'h3f4849b9,32'h3f74cbe3,// invsqrt(1.3233) = 0.8693
32'h3f68159c,32'h3f83bea2,32'h3f891f3b, 32'h3f7f6c60,32'h3f8d27ae, 32'h3f71fae1,32'h3f93e06d,// invsqrt(0.9066) = 1.0503
32'h3e9c31bb,32'h3fe31c76,32'h3fec618a, 32'h3fdc28a6,32'h3ff3555a, 32'h3fd0924d,32'h3ffeebb3,// invsqrt(0.3051) = 1.8105
32'h3fc544af,32'h3f4a16c0,32'h3f52565f, 32'h3f43e708,32'h3f588616, 32'h3f399781,32'h3f62d59d,// invsqrt(1.5412) = 0.8055
32'h3f5ac025,32'h3f87b354,32'h3f8d3d42, 32'h3f838be1,32'h3f9164b5, 32'h3f793eed,32'h3f98511f,// invsqrt(0.8545) = 1.0818
32'h4055c04a,32'h3f09473d,32'h3f0ee1a8, 32'h3f05136d,32'h3f131579, 32'h3efc24cf,32'h3f1a167e,// invsqrt(3.3399) = 0.5472
32'h3e977b0b,32'h3fe69e1c,32'h3ff007d4, 32'h3fdf8ed2,32'h3ff7171e, 32'h3fd3caac,32'h40016da2,// invsqrt(0.2959) = 1.8385
32'h3e801783,32'h3ffaca40,32'h40028360, 32'h3ff31ce0,32'h40065a10, 32'h3fe65140,32'h400cbfe0,// invsqrt(0.2502) = 1.9993
32'h3e166868,32'h4023a6dd,32'h402a54db, 32'h401ea45e,32'h402f575a, 32'h40164ae0,32'h4037b0d8,// invsqrt(0.1469) = 2.6092
32'h3f501c39,32'h3f8b2057,32'h3f90ce11, 32'h3f86de0b,32'h3f95105d, 32'h3f7f89c4,32'h3f9c2986,// invsqrt(0.8129) = 1.1091
